filename,unlabelled(0),static(1),ground(2),road(3),sidewalk(4),parking(5),rail track(6),building(7),wall(8),fence(9),guard rail(10),bridge(11),tunnel(12),pole(13),polegroup(14),traffic light(15),traffic sign(16),vegetation(17),terrain(18),sky(19),person(20),rider(21),car(22),truck(23),bus(24),caravan(25),trailer(26),train(27),motorcycle(28),bicycle(29),license plate(30)
hongdae_image_0_heading_0.jpg,11.932373046875,14.276123046875,21.282958984375,1.7822265625,4.1748046875,18.365478515625,4.119873046875,24.066162109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_0_heading_0.jpg,11.932373046875,14.276123046875,21.282958984375,1.7822265625,4.1748046875,18.365478515625,4.119873046875,24.066162109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_0_heading_180.jpg,9.521484375,22.03369140625,15.216064453125,0.067138671875,2.2216796875,14.251708984375,5.18798828125,31.500244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_0_heading_270.jpg,16.229248046875,1.3916015625,19.989013671875,4.8095703125,0.531005859375,6.54296875,2.0751953125,48.431396484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_0_heading_90.jpg,15.106201171875,6.31103515625,34.930419921875,0.2197265625,0.8544921875,0.0,9.1796875,33.3984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_10_heading_0.jpg,10.15625,16.217041015625,51.50146484375,0.1708984375,0.08544921875,3.0029296875,10.284423828125,8.58154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_10_heading_180.jpg,11.3525390625,19.964599609375,35.72998046875,0.848388671875,4.13818359375,0.0,12.3779296875,15.58837890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_10_heading_270.jpg,12.80517578125,3.692626953125,43.59130859375,0.213623046875,0.0244140625,2.349853515625,26.23291015625,11.090087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_10_heading_90.jpg,10.75439453125,18.37158203125,28.18603515625,1.64794921875,2.703857421875,3.265380859375,25.140380859375,9.930419921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_11_heading_0.jpg,9.979248046875,13.5009765625,40.85693359375,1.300048828125,2.42919921875,1.275634765625,10.870361328125,19.78759765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_11_heading_180.jpg,11.92626953125,15.509033203125,31.976318359375,1.15966796875,0.1708984375,0.927734375,23.1201171875,15.2099609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_11_heading_270.jpg,15.02685546875,7.366943359375,37.4755859375,1.2451171875,2.99072265625,2.18505859375,19.482421875,14.227294921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_11_heading_90.jpg,13.623046875,16.900634765625,19.818115234375,0.189208984375,0.531005859375,4.901123046875,23.895263671875,20.1416015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_12_heading_0.jpg,13.153076171875,16.22314453125,27.86865234375,0.286865234375,0.0,1.318359375,14.788818359375,26.361083984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_12_heading_180.jpg,12.24365234375,16.39404296875,31.21337890625,0.93994140625,0.20751953125,0.0,31.353759765625,7.647705078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_12_heading_270.jpg,13.177490234375,18.218994140625,30.474853515625,0.35400390625,0.0,2.203369140625,20.47119140625,15.10009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_12_heading_90.jpg,9.5703125,19.20166015625,22.509765625,1.202392578125,0.0,2.667236328125,21.087646484375,23.760986328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_13_heading_0.jpg,9.31396484375,22.308349609375,49.27978515625,0.6103515625,0.20751953125,0.18310546875,12.9150390625,5.181884765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_13_heading_180.jpg,12.26806640625,13.763427734375,41.49169921875,0.909423828125,0.0,2.5146484375,16.259765625,12.79296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_13_heading_270.jpg,11.737060546875,14.95361328125,41.180419921875,1.15966796875,0.0,2.2705078125,9.869384765625,18.829345703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_13_heading_90.jpg,13.51318359375,20.9716796875,25.830078125,0.6591796875,0.311279296875,0.0,20.208740234375,18.505859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_14_heading_0.jpg,8.331298828125,19.757080078125,33.9111328125,3.35693359375,3.08837890625,2.1728515625,11.956787109375,17.425537109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_14_heading_180.jpg,14.1845703125,15.27099609375,37.7685546875,1.361083984375,0.079345703125,2.91748046875,15.191650390625,13.226318359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_14_heading_270.jpg,7.177734375,25.45166015625,30.120849609375,1.727294921875,1.275634765625,3.509521484375,9.21630859375,21.52099609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_14_heading_90.jpg,11.9140625,20.721435546875,35.321044921875,0.457763671875,0.1953125,3.717041015625,16.49169921875,11.181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_15_heading_0.jpg,11.358642578125,17.95654296875,31.0791015625,1.318359375,3.472900390625,0.0,13.5498046875,21.2646484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_15_heading_180.jpg,10.02197265625,11.68212890625,28.857421875,0.67138671875,0.201416015625,4.168701171875,13.519287109375,30.877685546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_15_heading_270.jpg,11.29150390625,16.44287109375,34.674072265625,1.959228515625,1.849365234375,3.6865234375,15.570068359375,14.5263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_15_heading_90.jpg,8.056640625,26.5869140625,28.887939453125,2.032470703125,0.0,3.765869140625,20.91064453125,9.759521484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_16_heading_0.jpg,20.849609375,8.380126953125,30.72509765625,2.886962890625,2.5390625,0.494384765625,8.868408203125,25.25634765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_16_heading_180.jpg,11.712646484375,20.062255859375,33.87451171875,3.21044921875,0.042724609375,2.117919921875,16.49169921875,12.48779296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_16_heading_270.jpg,14.34326171875,18.02978515625,28.3447265625,2.410888671875,1.0498046875,2.44140625,17.39501953125,15.985107421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_16_heading_90.jpg,12.115478515625,20.501708984375,18.731689453125,1.46484375,0.189208984375,3.50341796875,31.97021484375,11.5234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_17_heading_0.jpg,19.952392578125,4.5654296875,43.994140625,1.556396484375,1.812744140625,0.47607421875,5.55419921875,22.088623046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_17_heading_180.jpg,8.43505859375,16.119384765625,22.015380859375,0.32958984375,0.0,5.865478515625,24.542236328125,22.69287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_17_heading_270.jpg,17.401123046875,13.61083984375,31.964111328125,5.99365234375,3.875732421875,3.08837890625,13.433837890625,10.63232421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_17_heading_90.jpg,8.477783203125,19.95849609375,26.263427734375,0.6591796875,0.91552734375,7.177734375,11.492919921875,25.054931640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_18_heading_0.jpg,9.112548828125,10.16845703125,19.90966796875,0.1953125,0.01220703125,10.498046875,10.33935546875,39.764404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_18_heading_180.jpg,6.0302734375,8.111572265625,2.069091796875,0.286865234375,21.502685546875,0.84228515625,21.76513671875,39.39208984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_18_heading_270.jpg,9.9365234375,2.093505859375,21.820068359375,0.29296875,1.318359375,12.591552734375,23.065185546875,28.8818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_18_heading_90.jpg,9.28955078125,2.47802734375,11.785888671875,0.006103515625,0.152587890625,25.2685546875,18.524169921875,32.4951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_19_heading_0.jpg,13.189697265625,15.869140625,38.507080078125,3.216552734375,0.946044921875,0.18310546875,9.576416015625,18.511962890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_19_heading_180.jpg,13.909912109375,7.220458984375,28.472900390625,1.64794921875,0.384521484375,1.08642578125,16.326904296875,30.950927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_19_heading_270.jpg,19.805908203125,2.3681640625,25.732421875,1.23291015625,0.37841796875,2.374267578125,14.95361328125,33.154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_19_heading_90.jpg,13.409423828125,13.29345703125,32.38525390625,0.69580078125,0.897216796875,3.79638671875,8.050537109375,27.471923828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_1_heading_0.jpg,12.664794921875,23.016357421875,17.254638671875,1.055908203125,20.233154296875,6.0791015625,14.68505859375,5.010986328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_1_heading_180.jpg,9.26513671875,24.444580078125,20.196533203125,1.171875,0.872802734375,15.557861328125,19.7509765625,8.740234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_1_heading_270.jpg,8.36181640625,16.73583984375,29.901123046875,0.25634765625,5.89599609375,12.921142578125,10.394287109375,15.533447265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_1_heading_90.jpg,11.16943359375,28.802490234375,33.282470703125,2.703857421875,5.657958984375,9.0087890625,6.427001953125,2.947998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_20_heading_0.jpg,8.966064453125,36.737060546875,38.836669921875,0.0,0.08544921875,0.042724609375,11.29150390625,4.04052734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_20_heading_180.jpg,9.02099609375,23.931884765625,7.62939453125,0.030517578125,0.01220703125,9.747314453125,3.558349609375,46.0693359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_20_heading_270.jpg,10.345458984375,23.394775390625,27.423095703125,0.067138671875,0.189208984375,5.40771484375,11.865234375,21.307373046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_20_heading_90.jpg,8.60595703125,24.08447265625,23.52294921875,0.35400390625,1.947021484375,7.43408203125,7.2265625,26.824951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_21_heading_0.jpg,8.45947265625,6.3720703125,43.096923828125,1.507568359375,2.0263671875,3.509521484375,19.37255859375,15.655517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_21_heading_180.jpg,10.235595703125,7.330322265625,38.09814453125,0.128173828125,0.25634765625,3.74755859375,36.95068359375,3.253173828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_21_heading_270.jpg,16.546630859375,16.815185546875,32.171630859375,0.177001953125,0.0,1.6845703125,24.71923828125,7.8857421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_21_heading_90.jpg,8.819580078125,10.498046875,39.892578125,0.506591796875,0.64697265625,0.494384765625,13.39111328125,25.750732421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_22_heading_0.jpg,9.503173828125,17.913818359375,34.99755859375,0.1220703125,0.9033203125,8.966064453125,11.944580078125,15.6494140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_22_heading_180.jpg,11.1572265625,15.6494140625,34.405517578125,0.677490234375,0.201416015625,3.2470703125,26.678466796875,7.9833984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_22_heading_270.jpg,13.0615234375,20.60546875,35.72998046875,0.750732421875,1.123046875,5.7373046875,10.58349609375,12.408447265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_22_heading_90.jpg,17.828369140625,5.108642578125,39.73388671875,0.885009765625,0.384521484375,1.86767578125,19.903564453125,14.288330078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_23_heading_0.jpg,13.34228515625,15.802001953125,22.119140625,4.986572265625,5.621337890625,3.35693359375,16.827392578125,17.9443359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_23_heading_180.jpg,13.9404296875,13.96484375,19.049072265625,1.019287109375,0.762939453125,4.60205078125,18.359375,28.302001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_23_heading_270.jpg,8.87451171875,15.72265625,18.24951171875,2.752685546875,16.961669921875,3.692626953125,21.746826171875,11.99951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_23_heading_90.jpg,17.584228515625,16.1865234375,24.35302734375,0.42724609375,0.140380859375,5.462646484375,20.330810546875,15.51513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_24_heading_0.jpg,11.24267578125,26.348876953125,38.19580078125,1.0009765625,5.70068359375,7.257080078125,0.860595703125,9.393310546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_24_heading_180.jpg,12.579345703125,20.6787109375,32.366943359375,0.20751953125,0.7080078125,5.57861328125,7.916259765625,19.964599609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_24_heading_270.jpg,14.971923828125,15.56396484375,37.921142578125,0.6103515625,1.28173828125,6.732177734375,0.7080078125,22.210693359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_24_heading_90.jpg,7.452392578125,19.451904296875,40.27099609375,0.775146484375,7.354736328125,1.40380859375,0.79345703125,22.49755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_25_heading_0.jpg,10.430908203125,27.642822265625,38.61083984375,2.05078125,12.41455078125,3.5888671875,1.336669921875,3.924560546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_25_heading_180.jpg,8.294677734375,23.944091796875,38.067626953125,2.23388671875,9.698486328125,3.985595703125,6.402587890625,7.373046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_25_heading_270.jpg,12.31689453125,18.81103515625,30.328369140625,1.84326171875,11.199951171875,7.0556640625,2.545166015625,15.899658203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_25_heading_90.jpg,8.795166015625,29.791259765625,32.537841796875,1.7822265625,20.0439453125,2.008056640625,3.01513671875,2.0263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_26_heading_0.jpg,11.73095703125,25.40283203125,37.615966796875,0.506591796875,8.392333984375,6.494140625,3.021240234375,6.8359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongdae_image_26_heading_180.jpg,12.530517578125,27.45361328125,26.37939453125,1.9775390625,16.27197265625,1.171875,8.160400390625,6.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
